Single-Clue-20,CLUE20,,Single-Answer-20,ANSWER20,,Double-Clue-20,CLUE20,,Double-Answer-20,ANSWER20,,Final-Answer,FINAL ANSWER,,D72: 4000,,D73: 4000,,D74: 4000,,D75: 4000,,D76: 4000,,D77: 4000,,D78: 4000,,D79: 4000
Single-Clue-21,CLUE21,,Single-Answer-21,ANSWER21,,Double-Clue-21,CLUE21,,Double-Answer-21,ANSWER21,,,,,,,,,,,,,,,,,,,
Single-Clue-22,CLUE22,,Single-Answer-22,ANSWER22,,Double-Clue-22,CLUE22,,Double-Answer-22,ANSWER22,,Show-Double-Button,FALSE,,,,,,,,,,,,,,,,
Single-Clue-23,CLUE23,,Single-Answer-23,ANSWER23,,Double-Clue-23,CLUE23,,Double-Answer-23,ANSWER23,,Show-Final-Button,FALSE,,,,,,,,,,,,,,,,
Single-Clue-24,CLUE24,,Single-Answer-24,ANSWER24,,Double-Clue-24,CLUE24,,Double-Answer-24,ANSWER24,,Show-Results-Button,FALSE,,,,,,,,,,,,,,,,
Single-Clue-25,CLUE25,,Single-Answer-25,ANSWER25,,Double-Clue-25,CLUE25,,Double-Answer-25,ANSWER25,,Deduct-Points,TRUE,,,,,,,,,,,,,,,,
Single-Clue-26,CLUE26,,Single-Answer-26,ANSWER26,,Double-Clue-26,CLUE26,,Double-Answer-26,ANSWER26,,,,,,,,,,,,,,,,,,,
Single-Clue-27,CLUE27,,Single-Answer-27,ANSWER27,,Double-Clue-27,CLUE27,,Double-Answer-27,ANSWER27,,Single-Column-Count,6,,,,,,,,,,,,,,,,
Single-Clue-28,CLUE28,,Single-Answer-28,ANSWER28,,Double-Clue-28,CLUE28,,Double-Answer-28,ANSWER28,,Single-Row-Count,5,,,,,,,,,,,,,,,,
Single-Clue-29,CLUE29,,Single-Answer-29,ANSWER29,,Double-Clue-29,CLUE29,,Double-Answer-29,ANSWER29,,Double-Column-Count,6,,,,,,,,,,,,,,,,
Single-Clue-30,CLUE30,,Single-Answer-30,ANSWER30,,Double-Clue-30,CLUE30,,Double-Answer-30,ANSWER30,,Double-Row-Count,5,,,,,,,,,,,,,,,,
Single-Clue-31,CLUE31,,Single-Answer-31,ANSWER31,,Double-Clue-31,CLUE31,,Double-Answer-31,ANSWER31,,,,,,,,,,,,,,,,,,,
Single-Clue-32,CLUE32,,Single-Answer-32,ANSWER32,,Double-Clue-32,CLUE32,,Double-Answer-32,ANSWER32,,,,,,,,,,,,,,,,,,,
Single-Clue-33,CLUE33,,Single-Answer-33,ANSWER33,,Double-Clue-33,CLUE33,,Double-Answer-33,ANSWER33,,,,,,,,,,,,,,,,,,,
Single-Clue-34,CLUE34,,Single-Answer-34,ANSWER34,,Double-Clue-34,CLUE34,,Double-Answer-34,ANSWER34,,,,,,,,,,,,,,,,,,,
Single-Clue-35,CLUE35,,Single-Answer-35,ANSWER35,,Double-Clue-35,CLUE35,,Double-Answer-35,ANSWER35,,,,,,,,,,,,,,,,,,,
Single-Clue-36,CLUE36,,Single-Answer-36,ANSWER36,,Double-Clue-36,CLUE36,,Double-Answer-36,ANSWER36,,,,,,,,,,,,,,,,,,,
Single-Clue-37,CLUE37,,Single-Answer-37,ANSWER37,,Double-Clue-37,CLUE37,,Double-Answer-37,ANSWER37,,,,,,,,,,,,,,,,,,,
Single-Clue-38,CLUE38,,Single-Answer-38,ANSWER38,,Double-Clue-38,CLUE38,,Double-Answer-38,ANSWER38,,,,,,,,,,,,,,,,,,,
Single-Clue-39,CLUE39,,Single-Answer-39,ANSWER39,,Double-Clue-39,CLUE39,,Double-Answer-39,ANSWER39,,,,,,,,,,,,,,,,,,,
Single-Clue-40,CLUE40,,Single-Answer-40,ANSWER40,,Double-Clue-40,CLUE40,,Double-Answer-40,ANSWER40,,,,,,,,,,,,,,,,,,,
Single-Clue-41,CLUE41,,Single-Answer-41,ANSWER41,,Double-Clue-41,CLUE41,,Double-Answer-41,ANSWER41,,,,,,,,,,,,,,,,,,,
Single-Clue-42,CLUE42,,Single-Answer-42,ANSWER42,,Double-Clue-42,CLUE42,,Double-Answer-42,ANSWER42,,,,,,,,,,,,,,,,,,,
Single-Clue-43,CLUE43,,Single-Answer-43,ANSWER43,,Double-Clue-43,CLUE43,,Double-Answer-43,ANSWER43,,,,,,,,,,,,,,,,,,,
Single-Clue-44,CLUE44,,Single-Answer-44,ANSWER44,,Double-Clue-44,CLUE44,,Double-Answer-44,ANSWER44,,,,,,,,,,,,,,,,,,,
Single-Clue-45,CLUE45,,Single-Answer-45,ANSWER45,,Double-Clue-45,CLUE45,,Double-Answer-45,ANSWER45,,,,,,,,,,,,,,,,,,,
Single-Clue-46,CLUE46,,Single-Answer-46,ANSWER46,,Double-Clue-46,CLUE46,,Double-Answer-46,ANSWER46,,,,,,,,,,,,,,,,,,,
Single-Clue-47,CLUE47,,Single-Answer-47,ANSWER47,,Double-Clue-47,CLUE47,,Double-Answer-47,ANSWER47,,,,,,,,,,,,,,,,,,,
Single-Clue-48,CLUE48,,Single-Answer-48,ANSWER48,,Double-Clue-48,CLUE48,,Double-Answer-48,ANSWER48,,,,,,,,,,,,,,,,,,,
Single-Clue-49,CLUE49,,Single-Answer-49,ANSWER49,,Double-Clue-49,CLUE49,,Double-Answer-49,ANSWER49,,,,,,,,,,,,,,,,,,,
Single-Clue-50,CLUE50,,Single-Answer-50,ANSWER50,,Double-Clue-50,CLUE50,,Double-Answer-50,ANSWER50,,,,,,,,,,,,,,,,,,,
Single-Clue-51,CLUE51,,Single-Answer-51,ANSWER51,,Double-Clue-51,CLUE51,,Double-Answer-51,ANSWER51,,,,,,,,,,,,,,,,,,,
Single-Clue-52,CLUE52,,Single-Answer-52,ANSWER52,,Double-Clue-52,CLUE52,,Double-Answer-52,ANSWER52,,,,,,,,,,,,,,,,,,,
Single-Clue-53,CLUE53,,Single-Answer-53,ANSWER53,,Double-Clue-53,CLUE53,,Double-Answer-53,ANSWER53,,,,,,,,,,,,,,,,,,,
Single-Clue-54,CLUE54,,Single-Answer-54,ANSWER54,,Double-Clue-54,CLUE54,,Double-Answer-54,ANSWER54,,,,,,,,,,,,,,,,,,,
Single-Clue-55,CLUE55,,Single-Answer-55,ANSWER55,,Double-Clue-55,CLUE55,,Double-Answer-55,ANSWER55,,,,,,,,,,,,,,,,,,,
Single-Clue-56,CLUE56,,Single-Answer-56,ANSWER56,,Double-Clue-56,CLUE56,,Double-Answer-56,ANSWER56,,,,,,,,,,,,,,,,,,,
Single-Clue-57,CLUE57,,Single-Answer-57,ANSWER57,,Double-Clue-57,CLUE57,,Double-Answer-57,ANSWER57,,,,,,,,,,,,,,,,,,,
Single-Clue-58,CLUE58,,Single-Answer-58,ANSWER58,,Double-Clue-58,CLUE58,,Double-Answer-58,ANSWER58,,,,,,,,,,,,,,,,,,,
Single-Clue-59,CLUE59,,Single-Answer-59,ANSWER59,,Double-Clue-59,CLUE59,,Double-Answer-59,ANSWER59,,,,,,,,,,,,,,,,,,,
Single-Clue-60,CLUE60,,Single-Answer-60,ANSWER60,,Double-Clue-60,CLUE60,,Double-Answer-60,ANSWER60,,,,,,,,,,,,,,,,,,,
Single-Clue-61,CLUE61,,Single-Answer-61,ANSWER61,,Double-Clue-61,CLUE61,,Double-Answer-61,ANSWER61,,,,,,,,,,,,,,,,,,,
Single-Clue-62,CLUE62,,Single-Answer-62,ANSWER62,,Double-Clue-62,CLUE62,,Double-Answer-62,ANSWER62,,,,,,,,,,,,,,,,,,,
Single-Clue-63,CLUE63,,Single-Answer-63,ANSWER63,,Double-Clue-63,CLUE63,,Double-Answer-63,ANSWER63,,,,,,,,,,,,,,,,,,,
Single-Clue-64,CLUE64,,Single-Answer-64,ANSWER64,,Double-Clue-64,CLUE64,,Double-Answer-64,ANSWER64,,,,,,,,,,,,,,,,,,,
Single-Clue-65,CLUE65,,Single-Answer-65,ANSWER65,,Double-Clue-65,CLUE65,,Double-Answer-65,ANSWER65,,,,,,,,,,,,,,,,,,,
Single-Clue-66,CLUE66,,Single-Answer-66,ANSWER66,,Double-Clue-66,CLUE66,,Double-Answer-66,ANSWER66,,,,,,,,,,,,,,,,,,,
Single-Clue-67,CLUE67,,Single-Answer-67,ANSWER67,,Double-Clue-67,CLUE67,,Double-Answer-67,ANSWER67,,,,,,,,,,,,,,,,,,,
Single-Clue-68,CLUE68,,Single-Answer-68,ANSWER68,,Double-Clue-68,CLUE68,,Double-Answer-68,ANSWER68,,,,,,,,,,,,,,,,,,,
Single-Clue-69,CLUE69,,Single-Answer-69,ANSWER69,,Double-Clue-69,CLUE69,,Double-Answer-69,ANSWER69,,,,,,,,,,,,,,,,,,,
Single-Clue-70,CLUE70,,Single-Answer-70,ANSWER70,,Double-Clue-70,CLUE70,,Double-Answer-70,ANSWER70,,,,,,,,,,,,,,,,,,,
Single-Clue-71,CLUE71,,Single-Answer-71,ANSWER71,,Double-Clue-71,CLUE71,,Double-Answer-71,ANSWER71,,,,,,,,,,,,,,,,,,,
Single-Clue-72,CLUE72,,Single-Answer-72,ANSWER72,,Double-Clue-72,CLUE72,,Double-Answer-72,ANSWER72,,,,,,,,,,,,,,,,,,,
Single-Clue-73,CLUE73,,Single-Answer-73,ANSWER73,,Double-Clue-73,CLUE73,,Double-Answer-73,ANSWER73,,,,,,,,,,,,,,,,,,,
Single-Clue-74,CLUE74,,Single-Answer-74,ANSWER74,,Double-Clue-74,CLUE74,,Double-Answer-74,ANSWER74,,,,,,,,,,,,,,,,,,,
Single-Clue-75,CLUE75,,Single-Answer-75,ANSWER75,,Double-Clue-75,CLUE75,,Double-Answer-75,ANSWER75,,,,,,,,,,,,,,,,,,,
Single-Clue-76,CLUE76,,Single-Answer-76,ANSWER76,,Double-Clue-76,CLUE76,,Double-Answer-76,ANSWER76,,,,,,,,,,,,,,,,,,,
Single-Clue-77,CLUE77,,Single-Answer-77,ANSWER77,,Double-Clue-77,CLUE77,,Double-Answer-77,ANSWER77,,,,,,,,,,,,,,,,,,,
Single-Clue-78,CLUE78,,Single-Answer-78,ANSWER78,,Double-Clue-78,CLUE78,,Double-Answer-78,ANSWER78,,,,,,,,,,,,,,,,,,,
Single-Clue-79,CLUE79,,Single-Answer-79,ANSWER79,,Double-Clue-79,CLUE79,,Double-Answer-79,ANSWER79,,,,,,,,,,,,,,,,,,,
